ID	Genome name	Taxonomy	Genome size(Mb)	GC(%)	GenBank accession number	BioProject
BCC2	Burkholderia sp. CCGE1002	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	7.88	63.26	CP002013,CP002014,CP002015	PRJNA42523
FCc0	Frankia sp. CcI3	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Frankiaceae; Frankia.	5.43	70.10	CP000249	PRJNA58397
Rsl1	Rickettsia slovaca str. D-CWPP	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.28	32.50	CP003375	PRJNA158159
Rsl0	Rickettsia slovaca 13-B	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.28	32.50	CP002428	PRJNA82369
Rsl2	Runella slithyformis DSM 19594	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella.	6.92	46.43	CP002859	PRJNA68317
MFS0	Methanocaldococcus sp. FS406-22	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	1.77	32.0	CP001901	PRJNA42499
Bhy0	Brachyspira hyodysenteriae WA1	Bacteria; Spirochaetes; Spirochaetales; Brachyspiraceae; Brachyspira.	3.04	27.04	CP001357	PRJNA59291
T450	Thermococcus sp. 4557	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus.	2.01	56.10	CP002920	PRJNA70841
Sme7	Sinorhizobium medicae WSM419	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	6.82	61.16	CP000738	PRJNA58549
Aca3	Azorhizobium caulinodans ORS 571	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Azorhizobium.	5.37	67.30	AP009384	PRJNA58905
Sme5	Sinorhizobium meliloti Rm41	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	7.15	62.03	HE995405	PRJEA176372
Sme4	Sinorhizobium meliloti 2011	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	6.69	62.16	CP004140	PRJNA193772
Sme3	Sinorhizobium meliloti GR4	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	7.14	62.03	CP003933	PRJNA184823
Sme2	Sinorhizobium meliloti SM11	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	7.17	62.06	CP001830	PRJNA159685
Sme1	Sinorhizobium meliloti AK83	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	7.14	61.95	CP002781,CP002782,CP002783	PRJNA52607
Apr0	Anaerococcus prevotii DSM 20548	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptoniphilaceae; Anaerococcus.	2.0	35.67	CP001708	PRJNA59219
Lwe0	Listeria welshimeri serovar 6b str. SLCC5334	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	2.81	36.40	AM263198	PRJNA61605
Apr3	Archaeoglobus profundus DSM 5631	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Archaeoglobus.	1.56	42.0	CP001857	PRJNA43493
Eco32	Escherichia coli IAI39	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	5.13	50.60	CU928164	PRJNA59381
Lhe0	Lactobacillus helveticus H10	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	2.17	36.80	CP002429	PRJNA162017
Ssi0	Solibacillus silvestris StLB046	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Solibacillus.	3.98	38.59	AP012157	PRJDA168516
Gme0	Geobacter metallireducens GS-15	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter.	4.01	59.48	CP000148	PRJNA57731
Mch0	Mycobacterium chubuense NBB4	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	6.34	68.3	CP003053	PRJNA168322
PUW0	Pseudomonas sp. UW4	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	6.18	60.10	CP003880	PRJNA182733
Ssu15	Streptococcus suis P1/7	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.01	41.30	AM946016	PRJEA32235
Ssu14	Streptococcus suis YB51	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.04	41.30	CP006645	PRJNA222230
Ssu17	Streptococcus suis D12	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.18	41.30	CP002644	PRJNA162127
Kpn0	Klebsiella pneumoniae subsp. pneumoniae 1084	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella.	5.39	57.40	CP003785	PRJNA174151
Ssu11	Streptococcus suis 05ZYH33	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.1	41.10	CP000407	PRJNA58663
Kpn6	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella.	5.69	57.17	CP000647	PRJNA57619
Kpn5	Klebsiella pneumoniae 342	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella.	5.92	56.88	CP000964	PRJNA59145
Ssu12	Streptococcus suis SC84	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.1	41.10	FM252031	PRJNA59323
TCL0	Thermococcus sp. CL1	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus.	1.95	55.80	CP003651	PRJNA168259
Svi0	Shewanella violacea DSS12	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	4.96	44.70	AP011177	PRJNA47085
Svi1	Streptomyces violaceusniger Tu 4113	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces.	11.14	70.9	CP002994	PRJNA52609
Svi2	Saccharomonospora viridis DSM 43017	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Saccharomonospora.	4.31	67.30	CP001683	PRJNA59055
GWC0	Geobacillus sp. WCH70	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus.	3.51	42.76	CP001638	PRJNA59045
Sen12	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Salmonella.	4.82	52.24	CP001127	PRJNA58915
Rbe1	Rickettsia bellii RML369-C	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	1.52	31.60	CP000087	PRJNA58405
Rbe0	Rickettsia bellii OSU 85-389	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	1.53	31.60	CP000849	PRJNA58681
Sen13	secondary endosymbiont of Heteropsylla cubana	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; aphid secondary symbionts.	1.12	28.90	CP003547	PRJNA172738
Cne0	Cupriavidus necator N-1	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus.	8.48	65.48	CP002877,CP002878	PRJNA68689
UTe0	uncultured Termite group 1 bacterium phylotype Rs-D17	Bacteria; Elusimicrobia; environmental samples.	1.15	35.18	AP009510	PRJNA59059
SMR0	Shewanella sp. MR-7	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	4.8	47.89	CP000444	PRJNA58343
SMR1	Shewanella sp. MR-4	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	4.71	47.90	CP000446	PRJNA58345
Dma0	Desulfovibrio magneticus RS-1	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio.	5.32	62.7	AP010904	PRJNA59309
Cko0	Citrobacter koseri ATCC BAA-895	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter.	4.74	53.8	CP000822	PRJNA58143
Fnu1	Fusobacterium nucleatum subsp. animalis 4_8	Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium.	2.28	27.09	CP003723	PRJNA205051
Fnu0	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium.	2.27	27.10	CP003700	PRJNA55995
CSa1	Candidatus Saccharimonas aalborgensis	Bacteria; Candidatus Saccharibacteria; Candidatus Saccharimonas.	1.01	48.50	CP005957	PRJNA203361
CSa0	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Bacteria; Candidatus Saccharibacteria.	0.85	49.40	CP006915	PRJNA230715
Mva0	Mycobacterium vanbaalenii PYR-1	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	6.49	67.80	CP000511	PRJNA58463
Mva1	Methanococcus vannielii SB	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus.	1.72	31.30	CP000742	PRJNA58767
Mhy4	Marinobacter hydrocarbonoclasticus VT8	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter.	4.78	56.96	CP000514	PRJNA59419
Sav0	Streptomyces avermitilis MA-4680 = NBRC 14893	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces.	9.12	70.68	BA000030	PRJNA57739
Mtu0	Mycobacterium tuberculosis 7199-99	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.42	65.60	HE663067	PRJNA185758
Mtu1	Mycobacterium tuberculosis str. Beijing/NITR203	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.41	65.60	CP005082	PRJNA197218
Mtu2	Mycobacterium tuberculosis str. Erdman = ATCC 35801 Erdman (ATCC35801)	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.39	65.60	AP012340	PRJNA193763
Mtu3	Mycobacterium tuberculosis EAI5/NITR206	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.39	65.60	CP005387	PRJNA202218
Mtu4	Mycobacterium tuberculosis str. Haarlem	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.41	65.60	CP001664	PRJNA54453
Mhy6	Marinobacter hydrocarbonoclasticus ATCC 49840	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter.	3.99	57.40	FO203363	PRJEA162203
Mtu6	Mycobacterium tuberculosis RGTB423	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.41	65.60	CP003234	PRJNA162179
CSo0	Candidatus Solibacter usitatus Ellin6076	Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter.	9.97	61.90	CP000473	PRJNA58139
Mtu8	Mycobacterium tuberculosis CCDC5079	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.4	65.60	CP002884,CP001641	PRJNA161943
Mtu9	Mycobacterium tuberculosis RGTB327	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex.	4.38	65.60	CP003233	PRJNA157907
Pmi1	Proteus mirabilis HI4320	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus.	4.1	38.88	AM942759	PRJNA61599
Neq0	Nanoarchaeum equitans Kin4-M	Archaea; Nanoarchaeota; Nanoarchaeum.	0.49	31.60	AE017199	PRJNA58009
Rca2	Rickettsia canadensis str. McKiel	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	1.16	31.10	CP000409	PRJNA58159
Rca3	Rickettsia canadensis str. CA410	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group.	1.15	31.00	CP003304	PRJNA88063
Rca0	Roseiflexus castenholzii DSM 13941	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Roseiflexineae; Roseiflexaceae; Roseiflexus.	5.72	60.70	CP000804	PRJNA58287
Rca1	Rhodobacter capsulatus SB 1003	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter.	3.87	66.6	CP001312	PRJNA47509
Hpy7	Helicobacter pylori PeCan4	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	1.64	38.87	CP002074	PRJNA53539
Hpy6	Helicobacter pylori OK310	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	1.6	38.79	AP012601	PRJNA193716
Hpy5	Helicobacter pylori PeCan18	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	1.66	39.00	CP003475	PRJNA162211
BKJ0	Burkholderia sp. KJ006	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	6.63	67.19	CP003514,CP003515,CP003516	PRJNA165871
Rle1	Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	6.87	61.17	CP001191	PRJNA58997
Rle0	Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	7.42	60.78	CP001622	PRJNA58991
Cly0	Cellulophaga lytica DSM 7489	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga.	3.77	32.10	CP002534	PRJNA63401
Rle2	Rhizobium leguminosarum bv. viciae 3841	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	7.75	60.87	AM236080	PRJNA57955
Sku0	Sulfuricurvum kujiense DSM 16994	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Sulfuricurvum.	2.82	44.57	CP002355	PRJNA60789
Hpy9	Helicobacter pylori UM298	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	1.59	38.80	CP006610	PRJNA213226
Cpr0	Coprothermobacter proteolyticus DSM 5265	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermodesulfobiaceae; Coprothermobacter.	1.42	44.80	CP001145	PRJNA59253
Rco0	Rickettsia conorii str. Malish 7	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group.	1.27	32.40	AE006914	PRJNA57633
Lde3	Lactobacillus delbrueckii subsp. bulgaricus 2038	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	1.87	49.70	CP000156	PRJNA161929
Sep0	Staphylococcus epidermidis RP62A	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus.	2.64	32.2	CP000029	PRJNA57663
Sep1	Staphylococcus epidermidis ATCC 12228	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus.	2.56	32.05	AE015929	PRJNA57861
Lde1	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	1.86	49.70	CR954253	PRJNA58647
Lde0	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	1.86	49.70	CP000412	PRJNA57987
Nma0	Nitrosopumilus maritimus SCM1	Archaea; Thaumarchaeota; Nitrosopumilales; Nitrosopumilaceae; Nitrosopumilus.	1.65	34.20	CP000866	PRJNA58903
Nma1	Natrialba magadii ATCC 43099	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Natrialba.	4.44	61.03	CP001932	PRJNA46245
SWH0	Synechococcus sp. WH 7803	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	2.37	60.20	CT971583	PRJNA61607
Uur0	Ureaplasma urealyticum serovar 10 str. ATCC 33699	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Ureaplasma.	0.87	25.80	CP001184	PRJNA59011
Bcy0	Bacillus cytotoxicus NVH 391-98	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group.	4.09	35.89	CP000764	PRJNA58317
Mhu0	Methanospirillum hungatei JF-1	Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanospirillaceae; Methanospirillum.	3.54	45.10	CP000254	PRJNA58181
Sbl0	Shimwellia blattae DSM 4481 = NBRC 105725	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shimwellia.	4.16	56.50	CP001560	PRJNA165043
SAS1	Serratia sp. AS12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia.	5.44	56.00	CP002774	PRJNA67315
Msm2	Methanobrevibacter smithii ATCC 35061	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter.	1.85	31.00	CP000678	PRJNA58827
Msm1	Mycobacterium smegmatis str. MC2 155	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	6.99	67.40	CP000480,CP001663	PRJNA171958
Msm0	Mycobacterium smegmatis JS623	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium.	7.22	65.16	CP003078	PRJNA184820
Amu1	Akkermansia muciniphila ATCC BAA-835	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia.	2.66	55.80	CP001071	PRJNA58985
Amu0	Acidiphilium multivorum AIU301	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidiphilium.	4.21	66.99	AP012035	PRJNA63345
Bmi0	Brucella microti CCM 4915	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	3.34	57.24	CP001579,CP001578	PRJNA59319
Ssu13	Streptococcus suis T15	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.24	41.00	CP006246	PRJNA226112
Mpa0	Methanobacterium paludis SWAN1	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium.	2.55	35.70	CP002772	PRJNA67359
Mpa1	Methanosphaerula palustris E1-9c	Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae; Methanosphaerula.	2.92	55.40	CP001338	PRJNA59193
Mpa2	Methanocella paludicola SANAE	Archaea; Euryarchaeota; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella.	2.96	54.90	AP011532	PRJNA42887
Mpa3	Mycoplasma parvum str. Indiana	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	0.56	27.00	CP006771	PRJNA223379
Cdi13	Corynebacterium diphtheriae VA01	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	2.4	53.40	CP003217	PRJNA84305
Sfl2	Shigella flexneri 2a str. 2457T	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella.	4.6	50.90	AE014073	PRJNA57991
Sfl1	Shigella flexneri 5 str. 8401	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella.	4.57	50.90	CP000266	PRJNA58583
Sfl0	Shigella flexneri 2002017	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella.	4.89	50.66	CP001383	PRJNA159233
Bsu12	Bacillus subtilis subsp. subtilis str. 168	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	4.22	43.50	AL009126	PRJNA57675
Eru0	Ehrlichia ruminantium str. Welgevonden	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Ehrlichia.	1.51	27.50	CR767821,CR925678	PRJNA58243
Eru1	Ehrlichia ruminantium str. Gardel	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Ehrlichia.	1.5	27.50	CR925677	PRJNA58245
Sdy1	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus.	2.16	39.50	CP002215	PRJNA161979
Cul0	Corynebacterium ulcerans 0102	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	2.58	53.40	AP012284	PRJDA169879
Cul1	Corynebacterium ulcerans 809	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	2.5	53.30	CP002790	PRJNA159659
Cul2	Corynebacterium ulcerans BR-AD22	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium.	2.61	53.40	CP002791	PRJNA68291
PTK0	Pseudomonas sp. TKP	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	7.01	60.50	CP006852	PRJNA232248
Kox0	Klebsiella oxytoca E718	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella.	6.56	55.52	CP003683	PRJNA170256
Pph0	Pelodictyon phaeoclathratiforme BU-1	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Pelodictyon.	3.02	48.10	CP001110	PRJNA58173
Hpy48	Helicobacter pylori BM012S	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter.	1.66	38.90	CP006889	PRJNA229881
Lin2	Leptospira interrogans serovar Lai str. 56601	Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	4.7	35.01	AE010300,AE010301	PRJNA57881
Ctr52	Chlamydia trachomatis E/SW3	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	1.04	41.30	HE601801	PRJEA167483
Bsu10	Bacillus subtilis PY79	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	4.03	43.80	CP006881	PRJNA229877
Bsu11	Bacillus subtilis subsp. natto BEST195	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	4.11	43.5	AP011541	PRJNA183001
Lsa2	Lactobacillus sakei subsp. sakei 23K	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus.	1.88	41.30	CR936503	PRJNA58281
